IX0937_AACCCC_input_0	IX0937_AACCCC_output_clean_0	100	104195	0	0	0	104195	0	104195	0	1.54e+05
IX0937_AACCCC_input_1	IX0937_AACCCC_output_clean_1	100	83562	0	0	0	83562	0	83562	0	1.23e+05
IX0937_AACCCC_input_1	IX0939_TTAGGC_output_clean_0	99	76771	382	12	6781	83562	41222	117993	0	1.12e+05
IX0937_AACCCC_input_1	IX0941_GAAACC_output_clean_1	99	74529	306	13	9024	83562	11470	85999	0	1.09e+05
IX0937_AACCCC_input_2	IX0937_AACCCC_output_clean_2	100	60899	0	0	0	60899	0	60899	0	8.99e+04
IX0937_AACCCC_input_2	IX0942_AATAGG_output_clean_1	99	58882	244	5	0	58883	164	59046	0	8.61e+04
IX0937_AACCCC_input_1	IX0938_GCAAGG_output_clean_2	99	50935	205	16	9025	59966	2735	53670	0	7.45e+04
IX0937_AACCCC_input_3	IX0937_AACCCC_output_clean_3	100	45615	0	0	0	45615	0	45615	0	6.73e+04
IX0937_AACCCC_input_1	IX0939_TGCTGG_output_clean_0	99	44158	70	23	13111	57292	3061	47219	0	6.49e+04
IX0937_AACCCC_input_1	IX0954_GGCTAC_output_clean_0	99	44767	406	14	7056	51829	48035	92802	0	6.48e+04
IX0937_AACCCC_input_1	IX0938_TAGCTT_output_clean_0	98	44765	727	14	7056	51829	59065	103830	0	6.38e+04
IX0937_AACCCC_input_1	IX0937_GATCAG_output_clean_1	99	41716	173	10	10103	51829	0	41716	0	6.1e+04
IX0937_AACCCC_input_0	IX0937_ATCACG_output_clean_6	99	39843	133	25	50161	90023	0	39843	0	5.83e+04
IX0937_AACCCC_input_2	IX0937_CCAACA_output_clean_1	99	39532	150	5	21368	60899	0	39532	0	5.78e+04
IX0937_AACCCC_input_4	IX0937_AACCCC_output_clean_4	100	38988	0	0	0	38988	0	38988	0	5.76e+04
IX0937_AACCCC_input_4	IX0937_CTAGCT_output_clean_1	99	38935	305	4	0	38931	15071	54006	0	5.65e+04
IX0937_AACCCC_input_4	IX0937_GATCAG_output_clean_2	99	38935	318	4	0	38931	35436	74371	0	5.65e+04
